sample_id,feature_1,feature_2,label,split
class1_0347,-0.6356925571,0.0868996862,1,development_pool
class0_2090,-0.9547567720,-1.4859424203,0,development_pool
class0_2810,0.2488805874,0.0104516351,0,development_pool
class0_2992,-1.6935293528,-1.0848303596,0,development_pool
class0_0720,-0.5350136218,0.6034541490,0,development_pool
class0_1591,-0.8326625931,-0.0237628392,0,development_pool
class1_2925,1.8313946144,1.5007461019,1,development_pool
class0_2127,1.1467875978,-0.5443508470,0,development_pool
class0_1548,0.3284820617,2.3106206107,0,test
class1_0020,-1.9112234400,-0.6450581136,1,test
class0_0056,2.3408437643,2.2997686451,0,development_pool
class1_1938,-0.7862427812,-0.8186535130,1,development_pool
class1_2319,1.1747813396,-0.6699141227,1,development_pool
class0_0903,3.4376749200,0.9835420698,0,development_pool
class1_2246,0.3905540318,0.5221935795,1,development_pool
class1_0531,-2.4200863046,-1.4943848711,1,development_pool
class1_2604,-0.4702734233,-1.3836452763,1,development_pool
class0_1887,1.8303371568,0.6534101479,0,development_pool
class0_2335,1.2846846656,1.3397833906,0,development_pool
class0_0256,0.2823363988,0.2045078543,0,development_pool
class0_2978,-0.6683622350,0.6610610972,0,development_pool
class1_1135,-0.4018354712,0.8262271568,1,development_pool
class0_1067,-0.5967494733,0.3200850403,0,development_pool
class1_0947,1.4172959424,-0.1514860805,1,development_pool
class0_0895,-0.8411039780,1.2355129236,0,test
class0_1553,0.9122090272,1.4721143275,0,development_pool
class0_0945,0.9607181554,0.9383287936,0,development_pool
class1_0755,0.6457786991,-0.1272490338,1,development_pool
class0_1688,2.8895193351,1.3031010637,0,development_pool
class0_1466,0.0283069542,-0.6774118449,0,development_pool
class0_2157,-0.2663264894,0.3276885070,0,development_pool
class0_1312,-0.6720618778,1.5130120341,0,development_pool
class0_0761,-1.1092652156,-0.2074833310,0,development_pool
class0_1265,-0.5750261164,-2.3269909470,0,development_pool
class1_2097,-1.5081745490,-1.5358464804,1,development_pool
class1_2471,1.3712261451,-0.2519798217,1,development_pool
class1_2875,0.4980423439,-2.0668631238,1,development_pool
class0_2938,0.0533145491,-1.4649914402,0,development_pool
class0_0475,0.3547567654,0.7317366193,0,test
class1_2372,0.5877786947,-0.0198608063,1,test
class0_1508,0.2493261342,1.8579757331,0,development_pool
class0_0916,-0.3525196333,0.0087772437,0,test
class0_1000,1.2316980127,0.0776997976,0,development_pool
class1_0370,-2.4885445164,-4.0809971656,1,test
class1_2223,-1.1146018455,-0.8089252216,1,test
class0_2065,-0.0854204532,2.4803663380,0,development_pool
class0_1477,-1.1208893237,1.2354433912,0,development_pool
class1_0426,1.1476386081,-0.0217950751,1,development_pool
class1_1471,-3.2692451342,-0.4159166614,1,development_pool
class1_2639,-2.3011378031,-2.2835236162,1,development_pool
class0_1292,-0.3973777046,1.4981670572,0,development_pool
class1_0335,-1.4102326465,-0.3216764576,1,test
class1_2290,-0.6606297360,-1.0767765663,1,test
class0_2557,1.6255664264,-0.5498721553,0,development_pool
class1_2994,-1.2622141657,0.1154268081,1,test
class0_2535,0.2955047474,0.7435061674,0,development_pool
class0_0389,1.3815500048,0.9980957834,0,development_pool
class1_2718,2.0292641273,0.1573683700,1,development_pool
class1_2681,-1.3047415201,-2.2178723428,1,development_pool
class1_1405,-1.5565694911,-0.3678620364,1,development_pool
class1_0629,-0.9237963211,0.0814472360,1,test
class1_1024,0.6443438520,-0.4504815658,1,test
class0_2991,0.1898349354,2.7045733870,0,development_pool
class1_1833,-0.9255441087,1.0485499860,1,test
class0_2351,2.5613665766,0.3224642082,0,development_pool
class0_1727,1.0553486725,0.1868590560,0,development_pool
class0_0254,1.7312385942,0.3927498493,0,development_pool
class1_1596,1.7920493201,-1.0093497569,1,test
class0_2540,-0.9621858026,1.3276333361,0,development_pool
class1_1766,-2.2222877773,-0.3131725113,1,development_pool
class1_2958,0.3460353901,0.7481992367,1,development_pool
class1_0182,-0.5429296221,0.5154984830,1,test
class1_0213,-0.3724708263,0.4171363354,1,test
class0_1878,2.6818476336,-0.3683949827,0,development_pool
class1_2072,0.7225579568,-0.5557835582,1,test
class1_2408,0.1988056464,-0.3265076806,1,test
class0_0517,-0.3800521279,0.6225795106,0,development_pool
class1_0919,-1.1071110261,-1.2276714766,1,development_pool
class1_0234,0.6802337866,-0.0680016942,1,development_pool
class1_2911,1.1137769984,-1.0774996763,1,test
class1_1599,-3.0538677994,-0.8631374024,1,development_pool
class0_2217,0.7199291994,-0.1500323204,0,test
class1_0194,0.6248008626,-1.5785078362,1,development_pool
class0_2570,1.6673112431,0.6463319887,0,development_pool
class0_0850,-0.1266392439,0.1515676564,0,development_pool
class0_1213,1.5541960940,2.3508761363,0,development_pool
class1_2917,0.3312890201,-2.1531979993,1,development_pool
class1_0111,-1.6127538995,-1.6627570489,1,test
class0_2420,-0.2751933592,-1.2878687294,0,development_pool
class0_2283,0.1907924744,-0.6932398787,0,development_pool
class1_0251,-0.7269078823,-2.6016804720,1,test
class1_2180,-0.2521880120,-0.0624258864,1,development_pool
class0_0108,0.2111956365,1.3869856970,0,development_pool
class0_1205,0.6196825595,-1.1591992782,0,test
class1_1421,-0.3869941978,0.7278045503,1,development_pool
class0_0371,3.2375626935,1.2552505806,0,development_pool
class1_0144,-0.0544811469,1.0281194344,1,test
class0_2785,1.0141089936,-0.5323147876,0,development_pool
class1_0455,1.0053326178,-0.3743306510,1,development_pool
class0_1627,-0.9255011654,0.7137286952,0,development_pool
class0_0984,0.8043874451,0.5700358817,0,test
class1_0549,-3.0223083901,-3.1210621618,1,development_pool
class0_0666,-1.8962466190,-0.0081488772,0,development_pool
class0_1333,1.1195443184,-0.9984164641,0,development_pool
class0_1328,0.4621642595,1.7859890488,0,development_pool
class0_2595,0.0299103678,2.7118268291,0,development_pool
class1_1933,-0.5866076726,-0.6327217180,1,development_pool
class1_2063,-0.1362078635,-0.3332643019,1,development_pool
class0_0944,0.9395810648,1.5965336100,0,development_pool
class0_0605,0.4754118773,3.1858445130,0,development_pool
class0_2147,2.0693785529,1.7464209898,0,development_pool
class0_0674,2.1991412340,3.6465834165,0,development_pool
class0_2306,2.0002717185,-1.1289862487,0,development_pool
class0_2668,1.6178572092,0.8464180333,0,test
class1_0298,0.2170369816,2.2746229848,1,development_pool
class1_2440,1.4560604461,0.0839891953,1,development_pool
class0_1883,0.2721806474,0.2994669800,0,development_pool
class0_2352,-0.5797791492,0.3156213294,0,development_pool
class0_2515,-0.7332145493,-0.7107373043,0,development_pool
class1_2918,0.8548886007,0.8847739040,1,development_pool
class0_0568,-0.0151513874,1.4784060314,0,test
class0_0044,-0.6230762146,-0.1137771855,0,development_pool
class0_1203,-2.1258927141,-0.0492593822,0,test
class1_2862,0.8480265932,-1.1666222384,1,development_pool
class1_1662,0.6589900899,-1.8425696401,1,development_pool
class0_2778,1.6841950666,-0.5635727569,0,development_pool
class1_2056,-1.2832817399,1.6047237472,1,development_pool
class1_1929,0.6117757587,0.0156585190,1,development_pool
class1_0471,-0.8403407050,0.6542743885,1,test
class1_1866,-0.1840015246,1.6077670654,1,test
class0_2913,2.3633025798,-0.2307743538,0,development_pool
class0_2842,1.4182098363,1.4923005031,0,development_pool
class0_1755,0.4387552417,-0.3878947984,0,development_pool
class1_1240,-1.5567667520,-3.6446289138,1,development_pool
class1_1325,0.1373388311,-1.6058101482,1,development_pool
class1_1868,-1.6767332506,-1.8991688914,1,development_pool
class1_2215,-0.5812686324,-2.5180949714,1,development_pool
class1_1288,-0.6769173148,-0.0482173431,1,development_pool
class1_1509,1.6824863139,0.5442270221,1,development_pool
class0_2575,-0.4604892242,0.0438937607,0,development_pool
class1_2740,1.6626874122,-0.2364567160,1,development_pool
class1_1944,-0.1070334489,-0.6268123408,1,development_pool
class1_1723,-0.5132268004,-3.2079328016,1,development_pool
class1_2901,-0.5259935942,-0.4730981021,1,development_pool
class0_1254,-3.2618812832,-1.3336319682,0,development_pool
class0_2678,0.3187064429,1.7050959149,0,development_pool
class0_0453,0.2827379104,0.3546771014,0,development_pool
class1_1990,1.8239761683,-0.9025404080,1,development_pool
class1_1865,-0.3614982431,0.2390928430,1,development_pool
class1_1660,0.7907024651,-0.9106005651,1,development_pool
class1_0850,-1.5810297144,-0.2631008956,1,development_pool
class1_1498,-0.5603953484,-0.4029507464,1,development_pool
class0_0235,1.4493044696,0.5572506870,0,test
class0_0339,0.1962819067,2.9108876049,0,development_pool
class0_0847,0.7160061835,-1.3691765709,0,test
class0_0973,0.1966240648,-0.3759738057,0,test
class1_2201,-0.3790709824,-0.5008195972,1,development_pool
class0_2742,0.3929828686,0.4499665887,0,development_pool
class1_2598,-0.8297886767,0.4864753607,1,development_pool
class1_2922,-0.8207890245,-1.6362702462,1,development_pool
class0_2099,0.6717553896,-1.7537361114,0,development_pool
class0_2255,-0.0701494620,-0.1778684166,0,test
class0_2736,-1.2333671946,-0.6419871630,0,development_pool
class1_1204,-1.1253374442,-3.7681979097,1,development_pool
class1_1584,1.4634431356,-0.0841024441,1,development_pool
class0_1710,2.1385080740,1.3140760810,0,development_pool
class1_1436,-1.5670660081,-1.4402733103,1,test
class0_2275,0.2895036386,-0.0684676566,0,test
class0_1019,0.5219630553,-0.2665200032,0,development_pool
class1_0165,-1.9066843578,-1.7345234699,1,development_pool
class0_1232,1.0011876631,-0.9161907169,0,development_pool
class0_2369,1.2239537884,1.2766389046,0,test
class1_1416,0.3326430681,-0.6062979673,1,development_pool
class0_1114,-0.3816675661,-1.3118397544,0,development_pool
class0_0582,3.0927845796,0.5437438017,0,development_pool
class0_2763,1.7861729918,0.8386340814,0,development_pool
class0_1485,2.0179904133,2.4363614739,0,test
class1_0245,-1.9048639448,0.1416139325,1,development_pool
class1_1522,0.5315450040,-2.2967522012,1,development_pool
class1_2206,-0.6405830631,-0.3649685683,1,development_pool
class1_0116,-0.4946365269,-1.0578818534,1,development_pool
class0_1528,-0.4822525425,-1.8095581629,0,test
class0_1057,1.2374717269,-0.3151104035,0,development_pool
class1_0233,0.0190450910,1.2725172365,1,test
class1_2765,-0.3295447231,-1.8014403925,1,development_pool
class0_0230,1.9531100747,0.0973656232,0,development_pool
class0_0854,-1.6097016558,1.3335827817,0,test
class0_2289,0.2063770515,3.0267515461,0,development_pool
class1_0906,-0.9095624950,-1.1853549901,1,development_pool
class0_2748,1.0793875588,-0.8968915201,0,development_pool
class1_2632,0.6046498448,-1.5136032006,1,development_pool
class0_2870,1.0192756922,1.1725432560,0,development_pool
class1_0523,-0.8270400373,-1.6870115553,1,development_pool
class1_2703,-1.3029378269,-0.4181894391,1,development_pool
class0_2243,1.7674769487,-0.7031083582,0,development_pool
class1_1457,-0.5068835704,-0.0699549519,1,test
class0_2489,-0.8974484519,-0.7180137730,0,development_pool
class1_0284,-1.7495860659,-2.0492428596,1,development_pool
class1_0811,0.6519895053,-0.1297857266,1,development_pool
class0_2116,0.9402467207,3.0402912825,0,development_pool
class0_2387,-0.1274709221,-0.0974456378,0,development_pool
class0_0703,0.1412771513,-1.0311447585,0,development_pool
class1_2453,0.8991273306,-1.7425689361,1,development_pool
class0_1799,0.6433061184,2.2035503742,0,test
class0_1083,-0.2131439713,-1.7857211312,0,development_pool
class0_0620,-1.3011353446,1.2215658564,0,development_pool
class1_1633,-0.1364352902,0.9069042793,1,test
class0_2801,0.7587825419,0.5983064787,0,development_pool
class0_2522,1.2912525756,0.0320316841,0,development_pool
class0_1409,-0.2429481205,0.3282908150,0,test
class0_0857,1.9047653019,3.2175853191,0,development_pool
class0_0151,1.7203680889,0.8525393531,0,development_pool
class0_0502,0.9445447372,-0.0576854092,0,development_pool
class0_1481,1.7536143866,0.8107912415,0,development_pool
class0_1052,0.4532768047,2.1967928756,0,test
class1_1569,-1.1304002881,0.4967477656,1,development_pool
class1_0484,0.1088019100,-0.0112517432,1,development_pool
class1_2938,1.0195400154,-1.3432671030,1,test
class1_0957,-0.7187827157,0.1211945707,1,development_pool
class0_1639,-0.7141735903,-0.5061223514,0,test
class0_2582,0.5748247335,0.5996509941,0,development_pool
class1_2105,0.0239535150,-1.0429673136,1,development_pool
class0_1111,1.3415350431,0.3383675914,0,development_pool
class1_1263,1.9726756170,0.3377744606,1,development_pool
class1_2982,1.4078156978,-0.1259069528,1,test
class1_0450,0.6813172955,-1.6029724449,1,development_pool
class0_1314,-1.3719472020,-0.2907601013,0,development_pool
class1_1696,-1.5594384119,0.7864752164,1,development_pool
class1_2825,-1.4609626290,0.0664620385,1,development_pool
class1_2322,-1.3531364938,-1.6756866925,1,development_pool
class1_0258,-0.0928726408,-1.1830561037,1,development_pool
class1_2161,-1.2031203738,-0.2750231448,1,development_pool
class1_0807,0.5695133950,-0.0371042054,1,development_pool
class1_1592,-0.5537713516,-0.0363947664,1,development_pool
class1_0240,-0.4967829297,-0.0402058264,1,development_pool
class1_1147,-2.9603165772,0.4330628495,1,test
class1_2801,0.8840163853,1.6373694384,1,development_pool
class1_0494,-0.7893503418,2.4501589756,1,development_pool
class0_1607,-2.2615632316,0.0982278941,0,development_pool
class1_2784,-0.4832520047,-0.8673218603,1,development_pool
class0_0546,0.5967591393,0.5390946985,0,development_pool
class0_2048,0.1279605752,-1.4707376114,0,test
class1_1671,0.3265362343,0.4467310028,1,development_pool
class0_0591,-0.7489029112,1.4075777580,0,development_pool
class1_0512,0.0029247883,0.0534886567,1,development_pool
class1_2954,0.3847741124,-2.4155317308,1,development_pool
class0_2755,0.8252566057,0.6056467473,0,development_pool
class0_1164,1.8355245279,1.2358322475,0,development_pool
class0_0839,-1.8331043065,0.5237083869,0,development_pool
class0_2418,2.2412129977,2.3852558271,0,test
class1_2646,-1.9151060392,-0.4807014566,1,development_pool
class0_0808,-1.8021522069,3.1445887662,0,development_pool
class1_0707,-0.5945421448,0.0251351993,1,development_pool
class0_2603,-2.4002661820,-1.1187175146,0,development_pool
class1_1225,-0.0112466963,0.5036623082,1,development_pool
class1_2029,1.0140005339,-1.5916943018,1,development_pool
class1_2566,0.6896402590,1.3011957766,1,development_pool
class1_1389,-1.0590336951,0.7104663891,1,development_pool
class0_2977,0.5526921468,1.8069104538,0,development_pool
class0_0168,-0.3111696468,-0.5389899626,0,development_pool
class1_0077,0.9078232061,-0.4411024573,1,test
class1_0193,-1.8990593978,0.0652565423,1,development_pool
class0_1367,0.6475055969,-0.7154969386,0,test
class0_1532,0.9986134445,0.1785756621,0,development_pool
class0_1279,2.9978752017,3.0031045140,0,development_pool
class1_1316,0.9831570485,0.5361638009,1,development_pool
class1_2935,-1.1699447261,-0.4692842731,1,development_pool
class1_2776,-1.6188535602,-1.7586572309,1,development_pool
class0_1304,2.7821352845,-0.6347129588,0,test
class1_1134,-0.4665041789,-2.1206128826,1,development_pool
class0_1635,-0.2203375237,0.7811997615,0,test
class1_2349,-3.4716419742,-0.1428804973,1,development_pool
class0_0586,-0.4377928180,-0.0021729371,0,development_pool
class1_2855,-1.4922089154,-1.6449723902,1,development_pool
class0_1961,-1.4339764905,-1.0865935180,0,development_pool
class0_1090,-1.4250285590,-1.4144942851,0,development_pool
class1_1666,-1.5983992798,-2.0782012063,1,development_pool
class1_0989,-0.1228908901,0.9972346694,1,development_pool
class1_0140,0.6031947025,0.6910985403,1,test
class0_0476,0.4561556814,1.0015575565,0,development_pool
class0_2253,0.4091962922,0.9969686068,0,development_pool
class1_0985,-0.9934441297,0.7614893609,1,development_pool
class0_2514,1.8200324910,1.1379858643,0,development_pool
class0_2268,0.2895148156,-0.6982315573,0,development_pool
class0_2933,1.5022433248,0.5730040171,0,development_pool
class1_0956,-1.2553442279,-0.3803767073,1,test
class1_0904,-2.2406889331,0.4286869411,1,development_pool
class0_0467,3.5768943730,0.1705188324,0,test
class0_2510,0.0442422221,0.6610493129,0,development_pool
class1_0397,-0.8740002364,-1.8147655738,1,test
class1_2007,1.1091991004,0.3873509492,1,development_pool
class1_0323,-0.9649922728,1.8212010975,1,development_pool
class1_2579,0.0133229142,-0.2490002232,1,development_pool
class1_2588,-1.5224644128,-0.7319850689,1,test
class1_2913,-0.0758096784,1.1975056069,1,development_pool
class1_1565,-1.8114808030,-0.2709404402,1,development_pool
class0_0436,1.2862252660,0.0495084927,0,development_pool
class0_2254,-0.3607859433,0.0507061331,0,development_pool
class1_0133,-0.0385994036,0.1777511620,1,development_pool
class1_1068,1.0465887675,0.8569117478,1,development_pool
class0_2857,-0.6210993053,-0.0044456599,0,development_pool
class0_1026,0.3889192339,-0.9544331198,0,development_pool
class0_0410,-0.4033789960,1.2472561033,0,development_pool
class0_2476,-0.6985517844,1.2427932399,0,development_pool
class1_2165,-1.8149496811,-0.1644007967,1,test
class1_2385,-2.8081315842,0.3001833117,1,development_pool
class1_0648,-0.2914422073,-0.9404975862,1,test
class1_1362,-1.0112911062,-0.5152582143,1,development_pool
class0_2896,3.9837084646,0.1005444851,0,development_pool
class0_2019,0.1811649102,-0.1620019612,0,development_pool
class1_2181,-0.0167891174,-1.1489599432,1,development_pool
class1_0035,-0.9374371753,-1.7079352544,1,test
class1_2592,-0.9223036768,-1.5271001846,1,test
class1_2426,-0.2165512028,0.8566924047,1,development_pool
class1_0130,0.7086101156,0.1952813411,1,development_pool
class0_0263,2.6221468774,-0.1739644497,0,development_pool
class1_0189,-0.8892734766,-0.7893412532,1,development_pool
class1_1830,-1.8425820130,-1.6331678804,1,test
class0_1925,1.7523608779,-0.4678683662,0,development_pool
class0_2929,3.0107622120,2.2081731382,0,development_pool
class1_0476,-0.1431110543,1.6712540406,1,test
class1_2106,-0.5167742790,0.1068011518,1,development_pool
class1_2095,-2.3612763479,0.9180608437,1,development_pool
class0_2589,3.1701367251,0.2994528353,0,development_pool
class1_2241,-1.3592441326,-1.7401107082,1,development_pool
class0_0937,0.1883045292,1.3961494321,0,development_pool
class0_1051,0.8416326989,-0.5558195601,0,development_pool
class1_0007,-1.5369149031,0.1581807630,1,development_pool
class0_1515,0.9569672021,1.0103229880,0,development_pool
class0_2708,0.6737240151,1.6723269650,0,development_pool
class1_0062,0.0597806766,0.3856800075,1,development_pool
class0_0528,1.5423025321,0.5018280845,0,development_pool
class0_1517,0.8306455460,-0.6911178283,0,development_pool
class1_1952,0.5921283432,0.5278506004,1,development_pool
class0_1634,1.6260540931,1.0404467741,0,development_pool
class0_0316,0.9208283439,3.2903975096,0,development_pool
class1_2460,0.6924207526,0.2498370554,1,test
class1_2478,0.2534050908,0.0188611049,1,test
class0_2612,1.4327535913,-0.0061249142,0,development_pool
class0_1783,-0.4492210410,-0.3691881998,0,development_pool
class0_0095,2.4767346719,0.1299434426,0,development_pool
class1_0505,-2.8957322667,-0.6592078252,1,development_pool
class0_2813,-1.0523100732,-1.2033957481,0,development_pool
class0_0054,-1.4246204538,-1.1541656692,0,development_pool
class0_0224,0.8802421188,-0.5758133851,0,test
class0_2334,-0.1812374533,2.3987146437,0,development_pool
class1_0963,-0.6634941360,0.2671574493,1,development_pool
class0_1445,0.5686017702,1.1619257541,0,development_pool
class1_2291,-1.6371644938,2.7027038804,1,development_pool
class1_0160,-1.3260016436,-1.4903565491,1,development_pool
class1_2304,-0.8538572648,-1.0230184794,1,development_pool
class0_1186,1.0725995113,0.2231964840,0,development_pool
class0_0670,0.7362530262,1.0002607027,0,test
class0_1629,1.8875386467,0.7841709841,0,development_pool
class1_1079,0.1296990949,-1.4752062238,1,development_pool
class1_1894,-1.9816624795,0.6154903798,1,test
class1_1951,-1.6732344580,-1.1001481626,1,development_pool
class0_1143,0.5826617383,1.2984833961,0,development_pool
class0_1526,2.3508145644,1.2517532894,0,test
class1_0294,-1.6562868978,-2.0591333244,1,development_pool
class0_2208,-0.1618287651,0.7814833566,0,development_pool
class1_1992,-1.1878650246,-0.8100308026,1,development_pool
class0_2008,1.0235974730,0.1264222602,0,test
class0_0444,0.2243435401,-0.3322693735,0,test
class0_1174,1.6225683301,0.2859618639,0,development_pool
class1_1562,-1.1575832891,-1.1357267176,1,test
class1_0114,0.5477466875,1.1579324533,1,development_pool
class0_2212,-1.4236479121,0.0416870389,0,development_pool
class1_2960,-0.6596499542,-1.4301715217,1,development_pool
class1_1323,0.7869414184,-2.2654475106,1,development_pool
class1_2018,1.7589695712,0.9917856402,1,development_pool
class0_0678,3.0539385177,-0.9600869410,0,test
class1_2599,-0.0619964770,2.6913767382,1,development_pool
class1_2253,-1.1129825022,0.0702910171,1,development_pool
class0_2825,-1.6005677164,-0.1464328460,0,development_pool
class1_1877,0.2597355424,0.7811677542,1,development_pool
class0_1801,1.8386736211,0.7246340492,0,development_pool
class1_2033,0.8352917118,0.7539995635,1,development_pool
class0_1241,-0.2570543577,2.4065944409,0,development_pool
class0_0897,0.1318975215,1.1719330958,0,test
class1_2237,0.7098373433,-0.7667879136,1,development_pool
class0_2831,1.2664653413,-0.1625307102,0,development_pool
class0_0803,1.6964158814,0.2195255521,0,development_pool
class0_2183,-0.5590448013,2.6910688474,0,test
class1_1831,-0.6686428695,-0.2327798837,1,development_pool
class0_2692,0.0573072823,2.6669619346,0,development_pool
class0_0597,0.8228054187,1.3182094609,0,development_pool
class1_0273,-0.2921380378,-0.8642842163,1,development_pool
class1_0981,-1.1699731749,1.3661839861,1,development_pool
class1_2687,-0.5284496899,-0.9228866858,1,development_pool
class0_2912,0.6304899551,2.4847364237,0,development_pool
class0_0721,-1.0378333296,0.7801045533,0,development_pool
class0_2690,0.3540541995,-0.5090487722,0,development_pool
class1_1003,-2.1541788523,-1.2703836796,1,development_pool
class1_1302,-3.2778667617,-2.6286761550,1,development_pool
class1_1545,0.0717392545,-0.8229729801,1,development_pool
class0_2348,0.8345989975,0.5275555760,0,development_pool
class0_0504,-0.8412568183,0.1427471056,0,test
class1_2452,0.5116777659,1.3617208888,1,test
class1_2101,-0.9426116178,-0.6109123103,1,development_pool
class1_1622,0.3700819886,-1.3444613834,1,test
class1_1136,0.0815109077,1.7202491821,1,development_pool
class1_2724,-0.7709035947,0.5080439262,1,development_pool
class1_2627,-0.2108851101,0.8415952801,1,development_pool
class1_2376,-1.6605167534,0.0429521738,1,development_pool
class0_0905,1.3067555131,2.6933429070,0,development_pool
class1_1482,-0.5666319160,-0.9205800589,1,development_pool
class0_1063,0.0548903384,0.9024836270,0,development_pool
class0_2349,-0.9697064797,1.0017507394,0,development_pool
class1_2673,-0.2524777528,-0.9599930255,1,test
class0_2750,1.3428291359,3.8207188614,0,development_pool
class1_2841,0.6619106473,0.2177233077,1,development_pool
class1_1432,1.1875843246,-1.3796514784,1,development_pool
class1_2611,0.5844523308,0.1669543997,1,development_pool
class1_1082,-1.2331157315,-1.2672445731,1,development_pool
class1_2390,-0.9279425507,-0.8119272039,1,development_pool
class1_2707,-1.0740805696,-0.6890361484,1,development_pool
class1_0611,0.2119961793,-3.3118315699,1,development_pool
class0_1334,0.6500597450,-1.2593571638,0,development_pool
class0_1385,1.1421105389,0.8377458166,0,development_pool
class0_2738,-0.6066772280,1.9289494177,0,test
class0_1250,-0.5132152172,0.0135899831,0,development_pool
class1_2005,-0.3299508854,0.9382104443,1,development_pool
class0_1246,1.0473884751,-0.0211331979,0,development_pool
class0_1366,-1.9729165405,0.6374963553,0,development_pool
class0_1922,0.6338914841,-1.4912038338,0,development_pool
class0_1903,0.9491285514,1.7448166579,0,development_pool
class1_2061,-2.4998246128,-3.2496099276,1,development_pool
class0_0276,0.5384407829,0.2972666468,0,development_pool
class0_2820,0.6429213179,1.0017260740,0,development_pool
class0_2236,-0.8010409329,1.1878395942,0,development_pool
class1_1855,1.6086817688,-0.0568607115,1,development_pool
class1_2451,0.7922487657,-0.0343134652,1,development_pool
class0_0557,-0.7093722637,0.0585348151,0,development_pool
class1_1178,-3.3211740663,-1.8406038407,1,test
class1_1653,-2.1701806196,-0.7180172658,1,development_pool
class0_2645,0.3688944760,1.7793087509,0,development_pool
class1_2226,-0.3178381161,-1.5466911107,1,development_pool
class0_0914,0.4415398711,2.6273469149,0,development_pool
class0_2669,1.6070931521,0.3653719489,0,development_pool
class1_2905,-2.1918529261,-0.8447169728,1,development_pool
class1_0845,-0.1262119154,-0.4299982111,1,development_pool
class1_1050,-1.0421544560,-0.7842365807,1,test
class1_0756,-4.0181000242,-0.2925417236,1,development_pool
class0_2457,-0.4070369687,-0.1623042165,0,development_pool
class0_2737,1.2416599519,0.4667568257,0,test
class1_1064,-0.6007574291,-2.0670546652,1,development_pool
class1_2824,-1.5378553144,-1.6383537188,1,test
class1_1885,0.2067951484,-2.5411254704,1,development_pool
class1_1480,-1.1718201009,-1.6363882868,1,development_pool
class1_1842,-0.8362594419,-2.0378236503,1,development_pool
class1_1921,-0.4836346473,1.5837733647,1,development_pool
class1_0205,-0.2256946702,0.0562428436,1,development_pool
class0_0413,-0.2031459738,2.0484275764,0,development_pool
class0_0871,0.7298579736,0.4683204846,0,development_pool
class1_0289,0.8579591321,-0.7034231252,1,development_pool
class1_0682,-1.0750737385,-1.9353105853,1,development_pool
class0_1707,-0.7448414396,-2.0338652703,0,development_pool
class1_0524,-0.4396048949,-0.5834854538,1,development_pool
class0_0634,1.3056821551,-0.0946455417,0,development_pool
class1_2803,0.8511609264,-0.8184727982,1,test
class0_1902,1.5312966325,1.7783348858,0,development_pool
class1_2136,0.1505978800,-0.4542214309,1,development_pool
class0_0535,0.6752995655,1.2121010708,0,test
class1_0259,-2.2172957321,-1.9937061235,1,test
class1_2296,0.0523369111,-0.5223070837,1,test
class0_1948,0.0970219103,1.6487432615,0,development_pool
class0_2326,0.2504848718,1.2212305444,0,development_pool
class1_1223,-0.0191004860,-1.3377436192,1,development_pool
class1_1583,-1.3413050958,-1.4402642089,1,development_pool
class1_2236,-1.0689475272,-0.9252705875,1,development_pool
class1_1260,-0.7726756737,0.9761273342,1,development_pool
class0_1980,-0.7039188937,-0.4151242054,0,development_pool
class1_0929,1.3304032604,-0.0421366987,1,development_pool
class0_2186,2.5757787799,1.7298544627,0,development_pool
class1_2649,0.6263303491,-0.1013719225,1,development_pool
class1_0357,-2.0812755871,-1.6401356680,1,development_pool
class1_1924,-0.9490250145,-0.5602533649,1,development_pool
class0_0291,0.5005547466,-0.1428065231,0,development_pool
class0_2444,-0.0145621809,2.4788965127,0,development_pool
class1_0170,-0.5969421527,-0.6668462338,1,test
class0_1387,1.8672572723,-0.5318518802,0,test
class0_2459,-0.2171606370,-0.7990898097,0,development_pool
class0_0340,-1.3726048053,0.5972798774,0,test
class0_2780,-0.0726844752,1.1281187077,0,development_pool
class1_0200,-0.2242826647,-2.4455250958,1,development_pool
class1_1422,-0.2109859579,-0.6557740902,1,development_pool
class0_2789,0.9840650713,1.2836472300,0,development_pool
class0_0751,0.1885284672,-0.6653647728,0,development_pool
class0_0424,-1.6761967732,2.1275378476,0,development_pool
class1_0373,1.1642549431,-0.2643939660,1,development_pool
class1_2811,-1.2284204832,0.8250356273,1,development_pool
class1_2405,-0.2862083309,0.5008009263,1,development_pool
class1_2174,-2.4255058086,-0.2589837226,1,test
class1_0354,-0.1328857730,-0.0826977746,1,development_pool
class0_0631,-0.0885489398,0.0291981063,0,development_pool
class0_0729,-0.5099266291,0.0805614017,0,development_pool
class1_0582,0.0176220641,-2.0575059395,1,test
class0_2437,1.5002978387,1.8610555284,0,development_pool
class0_2998,-0.4520343834,-0.1863952588,0,development_pool
class0_2804,1.9989772786,1.4124840623,0,development_pool
class0_0559,-1.7354488957,-1.8247115523,0,development_pool
class0_1672,0.5209449782,2.4264536717,0,development_pool
class1_1029,-0.3517866282,-0.7981960311,1,development_pool
class1_0889,-0.6974722749,-2.2758988251,1,development_pool
class1_2520,-0.0802507051,-1.2307733375,1,test
class1_2736,-1.6244305583,-1.8173802333,1,development_pool
class1_1378,-0.8607327262,1.1055897056,1,development_pool
class0_1845,-0.5924243967,-0.8274593866,0,test
